epoch,accuracy,loss,val_accuracy,val_loss
0,0.3173600137233734,2.1712100505828857,0.40560001134872437,2.5246267318725586
1,0.39136001467704773,1.945912480354309,0.18150000274181366,38.418434143066406
2,0.3053399920463562,2.1709606647491455,0.37389999628067017,1.7184581756591797
3,0.3525800108909607,1.9538702964782715,0.35510000586509705,4.391358852386475
4,0.3560999929904938,1.927467703819275,0.2718999981880188,83.30904388427734
5,0.3612399995326996,1.8929065465927124,0.3610000014305115,1.781430721282959
6,0.38078001141548157,1.808031439781189,0.40459999442100525,1.6657203435897827
7,0.4075799882411957,1.7088743448257446,0.44200000166893005,1.9566726684570312
8,0.45645999908447266,1.566232442855835,0.38749998807907104,4.3116984367370605
9,0.4828200042247772,1.472775936126709,0.5097000002861023,1.5275697708129883
10,0.5125399827957153,1.3970128297805786,0.5101000070571899,1.432719111442566
11,0.5386000275611877,1.3101974725723267,0.5536999702453613,1.3072326183319092
12,0.5897200107574463,1.17058527469635,0.590499997138977,1.2873839139938354
13,0.6191200017929077,1.089853048324585,0.6230999827384949,1.1250938177108765
14,0.625,1.0769871473312378,0.6449999809265137,1.032096028327942
15,0.6694599986076355,0.9469619393348694,0.6047000288963318,1.1541634798049927
16,0.7018399834632874,0.857200026512146,0.6909999847412109,0.8896140456199646
17,0.7327799797058105,0.767773449420929,0.7026000022888184,0.8701003789901733
18,0.7354199886322021,0.7602556943893433,0.7035999894142151,0.876589834690094
19,0.7753199934959412,0.6423931121826172,0.7138000130653381,0.865856945514679
20,0.7991799712181091,0.5777948498725891,0.7075999975204468,1.2141269445419312
21,0.7854800224304199,0.6268792748451233,0.7124000191688538,0.8758549094200134
22,0.8334599733352661,0.47806501388549805,0.6929000020027161,1.1785404682159424
23,0.8527200222015381,0.4208715260028839,0.7285000085830688,0.907070517539978
24,0.8718600273132324,0.3684045672416687,0.7171000242233276,0.9162330031394958
25,0.8680999875068665,0.3859628438949585,0.7037000060081482,1.0113126039505005
26,0.8523600101470947,0.41954275965690613,0.7196999788284302,1.388263463973999
27,0.916100025177002,0.24167276918888092,0.722599983215332,1.0020554065704346
28,0.9214400053024292,0.22654522955417633,0.7182000279426575,1.2626826763153076
29,0.9264199733734131,0.2149299681186676,0.7289000153541565,1.0789319276809692
30,0.9341599941253662,0.19188596308231354,0.7271999716758728,1.1057333946228027
31,0.9436600208282471,0.16093318164348602,0.708299994468689,1.425904631614685
32,0.946120023727417,0.1588306427001953,0.7239999771118164,1.1492646932601929
33,0.9485800266265869,0.1478566825389862,0.7289000153541565,1.2209157943725586
34,0.9557399749755859,0.12703369557857513,0.701200008392334,1.420581579208374
35,0.9520999789237976,0.1428127884864807,0.5475000143051147,2.479980230331421
36,0.9450399875640869,0.16153769195079803,0.7318000197410583,1.2741210460662842
37,0.9695600271224976,0.08939576148986816,0.7300000190734863,1.3156014680862427
38,0.9606000185012817,0.11471632122993469,0.7347000241279602,1.2589555978775024
39,0.9686999917030334,0.09069868177175522,0.7342000007629395,1.31572425365448
40,0.9680799841880798,0.09217874705791473,0.7418000102043152,1.310606598854065
41,0.967960000038147,0.09715916961431503,0.7343000173568726,1.3483060598373413
42,0.972819983959198,0.08079145848751068,0.7339000105857849,1.3468438386917114
43,0.9717599749565125,0.08242841809988022,0.7332000136375427,1.3598058223724365
44,0.9749000072479248,0.07734406739473343,0.7372999787330627,1.3522897958755493
45,0.9761599898338318,0.0713377520442009,0.7364000082015991,1.3678542375564575
46,0.9751999974250793,0.07510450482368469,0.738099992275238,1.3881009817123413
47,0.9760000109672546,0.06941764801740646,0.7275999784469604,1.4992858171463013
48,0.9754400253295898,0.07117588073015213,0.7202000021934509,1.5419496297836304
49,0.9765999913215637,0.07392881065607071,0.7457000017166138,1.3740730285644531
