Time ,epoch,stage,train loss,accuracy
30:27.4,5,0.1056,0.033324607,97.5
30:28.7,5,0.1072,0.006636104,100
30:30.0,5,0.1088,0.0302394,100
30:31.3,5,0.1104,0.043552838,97.5
30:32.6,5,0.112,0.086361423,97.5
30:33.9,5,0.1136,0.004208431,100
30:35.2,5,0.1152,0.083627149,97.5
30:36.5,5,0.1168,0.015571441,100
30:37.8,5,0.1184,0.031911746,100
30:39.1,5,0.12,0.010211064,100
30:40.4,5,0.1216,0.051113326,97.5
30:41.7,5,0.1232,0.05516129,97.5
30:43.0,5,0.1248,0.050158091,97.5
30:44.3,5,0.1264,0.013711487,100
30:45.6,5,0.128,0.056085669,97.5
30:46.9,5,0.1296,0.073243484,95
30:48.2,5,0.1312,0.003109604,100
30:49.6,5,0.1328,0.010171976,100
30:50.9,5,0.1344,0.003464552,100
30:52.2,5,0.136,0.167396396,95
30:53.5,5,0.1376,0.005248064,100
30:54.8,5,0.1392,0.005790981,100
30:56.1,5,0.1408,0.087077066,97.5
30:57.4,5,0.1424,0.128553987,95
30:58.7,5,0.144,0.052685421,97.5
31:00.0,5,0.1456,0.030796325,97.5
31:01.3,5,0.1472,0.08086741,95
31:02.6,5,0.1488,0.013055503,100
31:03.9,5,0.1504,0.15780285,97.5
31:05.2,5,0.152,0.271488875,90
31:06.5,5,0.1536,0.015849415,100
31:07.8,5,0.1552,0.080672309,97.5
31:09.1,5,0.1568,0.058183789,97.5
31:10.4,5,0.1584,0.051698543,97.5
31:11.7,5,0.16,0.047696568,97.5
31:13.0,5,0.1616,0.095069341,95
31:14.3,5,0.1632,0.052529149,97.5
31:15.6,5,0.1648,0.085928954,97.5
31:16.9,5,0.1664,0.020595869,100
31:18.2,5,0.168,0.04773603,100
31:19.5,5,0.1696,0.194481328,95
31:20.8,5,0.1712,0.030240471,100
31:22.1,5,0.1728,0.011078432,100
31:23.4,5,0.1744,0.025584385,100
31:24.7,5,0.176,0.085838422,95
31:26.0,5,0.1776,0.368171901,90
31:27.3,5,0.1792,0.218890995,95
31:28.7,5,0.1808,0.109961286,97.5
31:30.0,5,0.1824,0.046290644,97.5
31:31.3,5,0.184,0.007592743,100
31:32.6,5,0.1856,0.07442724,97.5
31:33.9,5,0.1872,0.329730093,82.5
31:35.2,5,0.1888,0.149551138,95
31:36.5,5,0.1904,0.026019197,100
31:37.8,5,0.192,0.016172837,100
31:39.1,5,0.1936,0.023487322,100
31:40.4,5,0.1952,0.025756925,100
31:41.7,5,0.1968,0.024098627,100
31:43.0,5,0.1984,0.187352449,92.5
31:44.3,5,0.2,0.082364537,92.5
31:45.6,5,0.2016,0.016824903,100
31:46.9,5,0.2032,0.010890367,100
31:48.2,5,0.2048,0.051474415,97.5
31:49.5,5,0.2064,0.046133883,97.5
31:50.8,5,0.208,0.033775743,97.5
31:52.1,5,0.2096,0.055585943,97.5
31:53.4,5,0.2112,0.096676491,95
31:54.7,5,0.2128,0.033469316,97.5
31:56.1,5,0.2144,0.089734808,95
31:57.4,5,0.216,0.012714026,100
31:58.7,5,0.2176,0.020898186,100
32:00.0,5,0.2192,0.093449458,97.5
32:01.3,5,0.2208,0.123002529,97.5
32:02.6,5,0.2224,0.050173778,97.5
32:03.9,5,0.224,0.013391756,100
32:05.2,5,0.2256,0.03293319,100
32:06.5,5,0.2272,0.040221531,100
32:07.8,5,0.2288,0.01915786,100
32:09.1,5,0.2304,0.224149495,95
32:10.4,5,0.232,0.077196203,97.5
32:11.7,5,0.2336,0.02205427,100
32:13.0,5,0.2352,0.10326153,95
32:14.3,5,0.2368,0.029999513,97.5
32:15.6,5,0.2384,0.011610794,100
32:16.9,5,0.24,0.062690027,97.5
32:18.2,5,0.2416,0.11618638,90
32:19.5,5,0.2432,0.042729851,97.5
32:20.8,5,0.2448,0.029244736,97.5
32:22.1,5,0.2464,0.020060489,100
32:23.4,5,0.248,0.048499446,100
32:24.7,5,0.2496,0.057329159,97.5
32:26.0,5,0.2512,0.057038832,97.5
32:27.3,5,0.2528,0.006478824,100
32:28.6,5,0.2544,0.012578027,100
32:29.9,5,0.256,0.050087977,97.5
32:31.2,5,0.2576,0.005136672,100
32:32.5,5,0.2592,0.072737314,95
32:33.8,5,0.2608,0.181950912,92.5
32:35.1,5,0.2624,0.101850234,95
32:36.5,5,0.264,0.03035729,97.5
32:37.8,5,0.2656,0.014280532,100
32:39.1,5,0.2672,0.080247119,97.5
32:40.4,5,0.2688,0.028109532,100
32:41.7,5,0.2704,0.047752313,100
32:43.0,5,0.272,0.065985963,95
32:44.3,5,0.2736,0.065105237,97.5
32:45.6,5,0.2752,0.079441853,97.5
32:46.9,5,0.2768,0.017722653,100
32:48.2,5,0.2784,0.130193353,95
32:49.5,5,0.28,0.072930232,97.5
32:50.8,5,0.2816,0.077219531,95
32:52.1,5,0.2832,0.026668873,100
32:53.4,5,0.2848,0.053881101,97.5
32:54.7,5,0.2864,0.149596304,95
32:56.0,5,0.288,0.097343847,95
32:57.3,5,0.2896,0.041559301,97.5
32:58.6,5,0.2912,0.040802173,97.5
32:59.9,5,0.2928,0.102893397,97.5
33:01.2,5,0.2944,0.030697754,100
33:02.5,5,0.296,0.009227474,100
33:03.8,5,0.2976,0.037349243,100
33:05.1,5,0.2992,0.121576034,97.5
33:06.4,5,0.3008,0.075522341,97.5
33:07.7,5,0.3024,0.091657393,95
33:09.1,5,0.304,0.13364172,97.5
33:10.4,5,0.3056,0.04211694,97.5
33:11.7,5,0.3072,0.171396062,95
33:13.0,5,0.3088,0.011936824,100
33:14.3,5,0.3104,0.106085882,97.5
33:15.6,5,0.312,0.0278496,100
33:16.9,5,0.3136,0.114339158,95
33:18.2,5,0.3152,0.057437517,97.5
33:19.5,5,0.3168,0.025108824,100
33:20.8,5,0.3184,0.128739119,97.5
33:22.1,5,0.32,0.077187628,97.5
33:23.4,5,0.3216,0.007672386,100
33:24.7,5,0.3232,0.06231587,97.5
33:26.0,5,0.3248,0.045224488,97.5
33:27.3,5,0.3264,0.013163483,100
33:28.6,5,0.328,0.143797249,95
33:29.9,5,0.3296,0.185362607,95
33:31.2,5,0.3312,0.204772919,92.5
33:32.5,5,0.3328,0.022325203,100
33:33.8,5,0.3344,0.081343859,97.5
33:35.1,5,0.336,0.130088821,92.5
33:36.4,5,0.3376,0.062651604,97.5
33:37.7,5,0.3392,0.023776384,100
33:39.0,5,0.3408,0.054963201,97.5
33:40.3,5,0.3424,0.040993616,100
33:41.6,5,0.344,0.110841572,95
33:42.9,5,0.3456,0.111888431,97.5
33:44.2,5,0.3472,0.012220779,100
33:45.5,5,0.3488,0.061443847,95
33:46.8,5,0.3504,0.015234877,100
33:48.1,5,0.352,0.057710014,97.5
33:49.4,5,0.3536,0.046877619,97.5
33:50.7,5,0.3552,0.011845665,100
33:52.0,5,0.3568,0.012575616,100
33:53.3,5,0.3584,0.020137031,100
33:54.6,5,0.36,0.058892339,97.5
33:55.9,5,0.3616,0.020903241,100
33:57.2,5,0.3632,0.052322872,95
33:58.5,5,0.3648,0.032487489,100
33:59.8,5,0.3664,0.039681554,97.5
34:01.1,5,0.368,0.066510238,97.5
34:02.4,5,0.3696,0.038999565,97.5
34:03.7,5,0.3712,0.010454809,100
34:05.0,5,0.3728,0.048967019,97.5
34:06.4,5,0.3744,0.047479104,97.5
34:07.7,5,0.376,0.02827931,97.5
34:09.0,5,0.3776,0.012204083,100
34:10.3,5,0.3792,0.087591141,95
34:11.6,5,0.3808,0.054391515,97.5
34:12.9,5,0.3824,0.003600099,100
34:14.2,5,0.384,0.014637473,100
34:15.5,5,0.3856,0.013259706,100
34:16.8,5,0.3872,0.012090048,100
34:18.1,5,0.3888,0.039772265,97.5
34:19.4,5,0.3904,0.045923896,97.5
34:20.7,5,0.392,0.010615093,100
34:22.0,5,0.3936,0.069942348,97.5
34:23.3,5,0.3952,0.014694368,100
34:24.6,5,0.3968,0.182713598,95
34:25.9,5,0.3984,0.014997157,100
34:27.2,5,0.4,0.021226909,100
34:28.5,5,0.4016,0.029428851,100
34:29.8,5,0.4032,0.072580904,97.5
34:31.1,5,0.4048,0.079145052,97.5
34:32.4,5,0.4064,0.127755404,95
34:33.7,5,0.408,0.095294558,95
34:35.0,5,0.4096,0.008078923,100
34:36.3,5,0.4112,0.115994453,95
34:37.6,5,0.4128,0.113295719,97.5
34:38.9,5,0.4144,0.056064941,100
34:40.2,5,0.416,0.105516948,97.5
34:41.5,5,0.4176,0.005435143,100
34:42.8,5,0.4192,0.052108862,97.5
34:44.1,5,0.4208,0.086856343,97.5
34:45.4,5,0.4224,0.022882516,100
34:46.7,5,0.424,0.16229035,95
34:48.0,5,0.4256,0.023009377,100
34:49.3,5,0.4272,0.104019366,97.5
34:50.6,5,0.4288,0.029869372,100
34:51.9,5,0.4304,0.01907631,100
34:53.3,5,0.432,0.219863459,97.5
34:54.6,5,0.4336,0.007303969,100
34:55.9,5,0.4352,0.073436096,97.5
34:57.2,5,0.4368,0.029916111,100
34:58.5,5,0.4384,0.078260966,95
34:59.8,5,0.44,0.013738777,100
35:01.1,5,0.4416,0.028510083,100
35:02.4,5,0.4432,0.08748886,97.5
35:03.7,5,0.4448,0.082343355,97.5
35:05.0,5,0.4464,0.12555185,95
35:06.3,5,0.448,0.074284226,100
35:07.6,5,0.4496,0.066235945,97.5
35:08.9,5,0.4512,0.011513746,100
35:10.2,5,0.4528,0.056204606,97.5
35:11.5,5,0.4544,0.166583344,97.5
35:12.8,5,0.456,0.073236465,97.5
35:14.1,5,0.4576,0.011892078,100
35:15.4,5,0.4592,0.00060556,100
35:16.7,5,0.4608,0.065006152,97.5
35:18.0,5,0.4624,0.059191637,97.5
35:19.3,5,0.464,0.027868876,100
35:20.6,5,0.4656,0.068386376,97.5
35:21.9,5,0.4672,0.026243219,97.5
35:23.2,5,0.4688,0.005181035,100
35:24.5,5,0.4704,0.012961745,100
35:25.8,5,0.472,0.023158744,97.5
35:27.1,5,0.4736,0.052818846,97.5
35:28.4,5,0.4752,0.01169226,100
35:29.7,5,0.4768,0.194504827,95
35:31.0,5,0.4784,0.058307827,97.5
35:32.3,5,0.48,0.101197943,95
35:33.6,5,0.4816,0.044622995,97.5
35:34.9,5,0.4832,0.008633861,100
35:36.2,5,0.4848,0.020164575,97.5
35:37.5,5,0.4864,0.067546211,97.5
35:38.9,5,0.488,0.033241287,97.5
35:40.2,5,0.4896,0.079219766,97.5
35:41.5,5,0.4912,0.074077368,97.5
35:42.8,5,0.4928,0.076843075,97.5
35:44.1,5,0.4944,0.25851053,92.5
35:45.4,5,0.496,0.117163144,95
35:46.7,5,0.4976,0.00982899,100
35:48.0,5,0.4992,0.071691975,97.5
35:49.3,5,0.5008,0.014951321,100
35:50.6,5,0.5024,0.097945049,97.5
35:51.9,5,0.504,0.015516335,100
35:53.2,5,0.5056,0.137012333,97.5
35:54.5,5,0.5072,0.111333348,92.5
35:55.8,5,0.5088,0.104985535,97.5
35:57.1,5,0.5104,0.015017556,100
35:58.4,5,0.512,0.080652758,97.5
35:59.7,5,0.5136,0.027939517,100
36:01.0,5,0.5152,0.08457645,97.5
36:02.3,5,0.5168,0.060031526,97.5
36:03.6,5,0.5184,0.038933128,97.5
36:04.9,5,0.52,0.044501781,97.5
36:06.2,5,0.5216,0.09979213,95
36:07.5,5,0.5232,0.081758812,97.5
36:08.8,5,0.5248,0.109278634,95
36:10.1,5,0.5264,0.179876581,92.5
36:11.4,5,0.528,0.016106635,100
36:12.7,5,0.5296,0.028808448,100
36:14.1,5,0.5312,0.034932055,100
36:15.4,5,0.5328,0.168620557,92.5
36:16.7,5,0.5344,0.088276424,97.5
36:18.0,5,0.536,0.058500063,97.5
36:19.3,5,0.5376,0.003368761,100
36:20.6,5,0.5392,0.057396062,97.5
36:21.9,5,0.5408,0.037370365,97.5
36:23.2,5,0.5424,0.043027889,100
36:24.5,5,0.544,0.077664092,95
36:25.8,5,0.5456,0.076949649,95
36:27.1,5,0.5472,0.043571714,97.5
36:28.4,5,0.5488,0.123002075,95
36:29.7,5,0.5504,0.037833933,97.5
36:31.0,5,0.552,0.02438527,100
36:32.3,5,0.5536,0.229100987,92.5
36:33.6,5,0.5552,0.010415902,100
36:34.9,5,0.5568,0.064211771,97.5
36:36.2,5,0.5584,0.121018961,95
36:37.5,5,0.56,0.034428351,97.5
36:38.8,5,0.5616,0.107645497,92.5
36:40.1,5,0.5632,0.059665687,97.5
36:41.4,5,0.5648,0.091459095,95
36:42.7,5,0.5664,0.110004112,97.5
36:44.0,5,0.568,0.02497061,100
36:45.4,5,0.5696,0.040635224,97.5
36:46.7,5,0.5712,0.058168452,95
36:48.0,5,0.5728,0.03228851,100
36:49.3,5,0.5744,0.163421705,95
36:50.6,5,0.576,0.040536877,100
36:51.9,5,0.5776,0.0512302,97.5
36:53.2,5,0.5792,0.121647239,97.5
36:54.5,5,0.5808,0.120426178,95
36:55.8,5,0.5824,0.079321414,95
36:57.1,5,0.584,0.030429874,100
36:58.5,5,0.5856,0.058144551,97.5
36:59.8,5,0.5872,0.014140204,100
37:01.1,5,0.5888,0.043354575,97.5
37:02.4,5,0.5904,0.015692279,100
37:03.7,5,0.592,0.025593285,100
37:05.0,5,0.5936,0.085385516,95
37:06.3,5,0.5952,0.056580901,97.5
37:07.6,5,0.5968,0.023526067,100
37:08.9,5,0.5984,0.00134104,100
37:10.2,5,0.6,0.004503184,100
37:11.5,5,0.6016,0.030108903,100
37:12.8,5,0.6032,0.003094293,100
37:14.1,5,0.6048,0.092322789,97.5
37:15.4,5,0.6064,0.098497935,97.5
37:16.7,5,0.608,0.243302137,92.5
37:18.0,5,0.6096,0.125184014,92.5
37:19.3,5,0.6112,0.036537889,100
37:20.6,5,0.6128,0.005728682,100
37:21.9,5,0.6144,0.024845688,100
37:23.2,5,0.616,0.100093365,97.5
37:24.5,5,0.6176,0.047586985,95
37:25.8,5,0.6192,0.088762216,97.5
37:27.1,5,0.6208,0.009458642,100
37:28.4,5,0.6224,0.023497019,100
37:29.7,5,0.624,0.09759935,95
37:31.0,5,0.6256,0.165198505,92.5
37:32.3,5,0.6272,0.134702355,92.5
37:33.6,5,0.6288,0.079870693,97.5
37:34.9,5,0.6304,0.042420544,97.5
37:36.2,5,0.632,0.049014729,97.5
37:37.5,5,0.6336,0.040171068,97.5
37:38.8,5,0.6352,0.07935182,95
37:40.1,5,0.6368,0.058183271,100
37:41.4,5,0.6384,0.020764053,100
37:42.7,5,0.64,0.171196982,95
37:44.0,5,0.6416,0.009084413,100
37:45.3,5,0.6432,0.065067984,97.5
37:46.6,5,0.6448,0.00597359,100
37:47.9,5,0.6464,0.005512103,100
37:49.3,5,0.648,0.061271332,97.5
37:50.6,5,0.6496,0.017078111,100
37:51.9,5,0.6512,0.03801205,97.5
37:53.2,5,0.6528,0.01278511,100
37:54.5,5,0.6544,0.006808811,100
37:55.8,5,0.656,0.118529812,95
37:57.1,5,0.6576,0.084971711,97.5
37:58.4,5,0.6592,0.048267201,100
37:59.7,5,0.6608,0.085609868,95
38:01.0,5,0.6624,0.156955868,97.5
38:02.3,5,0.664,0.092255756,95
38:03.6,5,0.6656,0.081605241,95
38:04.9,5,0.6672,0.004982563,100
38:06.2,5,0.6688,0.047597177,97.5
38:07.5,5,0.6704,0.024604943,100
38:08.8,5,0.672,0.029388618,100
38:10.1,5,0.6736,0.047530178,97.5
38:11.4,5,0.6752,0.016125942,100
38:12.7,5,0.6768,0.069073334,95
38:14.0,5,0.6784,0.04781514,97.5
38:15.3,5,0.68,0.004565963,100
38:16.6,5,0.6816,0.00714006,100
38:17.9,5,0.6832,0.02825075,100
38:19.2,5,0.6848,0.160073161,92.5
38:20.6,5,0.6864,0.194695681,92.5
38:21.9,5,0.688,0.008115956,100
38:23.2,5,0.6896,0.097007476,95
38:24.5,5,0.6912,0.016027566,100
38:25.8,5,0.6928,0.010936571,100
38:27.1,5,0.6944,0.028109351,100
38:28.4,5,0.696,0.078664377,100
38:29.7,5,0.6976,0.077232391,95
38:31.0,5,0.6992,0.043685567,97.5
38:32.3,5,0.7008,0.070551008,97.5
38:33.6,5,0.7024,0.06576097,95
38:34.9,5,0.704,0.123554394,97.5
38:36.3,5,0.7056,0.094067685,95
38:37.6,5,0.7072,0.012343088,100
38:38.9,5,0.7088,0.097273275,95
38:40.2,5,0.7104,0.050423134,97.5
38:41.5,5,0.712,0.106727898,95
38:42.8,5,0.7136,0.062085278,97.5
38:44.1,5,0.7152,0.098825999,97.5
38:45.4,5,0.7168,0.0070451,100
38:46.7,5,0.7184,0.040120635,97.5
38:48.0,5,0.72,0.008864122,100
38:49.3,5,0.7216,0.03990192,97.5
38:50.7,5,0.7232,0.093054324,95
38:52.0,5,0.7248,0.108704388,92.5
38:53.3,5,0.7264,0.017874539,100
38:54.6,5,0.728,0.238045096,92.5
38:55.9,5,0.7296,0.014865371,100
38:57.2,5,0.7312,0.029165287,97.5
38:58.5,5,0.7328,0.009224249,100
38:59.8,5,0.7344,0.116031133,95
39:01.1,5,0.736,0.077778451,95
39:02.4,5,0.7376,0.074530795,97.5
39:03.7,5,0.7392,0.105524465,95
39:05.0,5,0.7408,0.04405009,97.5
39:06.3,5,0.7424,0.026798731,100
39:07.6,5,0.744,0.038031936,97.5
39:08.9,5,0.7456,0.093909547,97.5
39:10.2,5,0.7472,0.132952541,92.5
39:11.5,5,0.7488,0.014414532,100
39:12.8,5,0.7504,0.060831975,97.5
39:14.1,5,0.752,0.01122719,100
39:15.4,5,0.7536,0.026218414,100
39:16.7,5,0.7552,0.271750182,90
39:18.0,5,0.7568,0.219923586,92.5
39:19.3,5,0.7584,0.022784624,100
39:20.6,5,0.76,0.018665008,100
39:21.9,5,0.7616,0.065289773,97.5
39:23.2,5,0.7632,0.08028049,95
39:24.6,5,0.7648,0.023975708,100
39:25.9,5,0.7664,0.03610041,97.5
39:27.2,5,0.768,0.184469029,95
39:28.5,5,0.7696,0.008571771,100
39:29.8,5,0.7712,0.029197404,100
39:31.1,5,0.7728,0.077058472,97.5
39:32.4,5,0.7744,0.040513463,97.5
39:33.7,5,0.776,0.032239672,100
39:35.0,5,0.7776,0.04593892,97.5
39:36.3,5,0.7792,0.034497134,100
39:37.6,5,0.7808,0.125780553,95
39:38.9,5,0.7824,0.078188382,97.5
39:40.2,5,0.784,0.014571738,100
39:41.5,5,0.7856,0.018358424,100
39:42.8,5,0.7872,0.078025959,95
39:44.1,5,0.7888,0.153564841,97.5
39:45.4,5,0.7904,0.230369374,95
39:46.7,5,0.792,0.039049152,97.5
39:48.0,5,0.7936,0.164547354,95
39:49.3,5,0.7952,0.030804884,100
39:50.6,5,0.7968,0.005611594,100
39:51.9,5,0.7984,0.144522935,97.5
39:53.2,5,0.8,0.174559295,92.5
39:54.5,5,0.8016,0.047736175,100
39:55.8,5,0.8032,0.118895903,97.5
39:57.1,5,0.8048,0.017173536,100
39:58.4,5,0.8064,0.140910327,95
39:59.7,5,0.808,0.005472649,100
40:01.0,5,0.8096,0.004624368,100
40:02.3,5,0.8112,0.049198773,97.5
40:03.6,5,0.8128,0.010818938,100
40:04.9,5,0.8144,0.082611397,95
40:06.2,5,0.816,0.051967345,97.5
40:07.5,5,0.8176,0.202585414,95
40:08.8,5,0.8192,0.038875844,97.5
40:10.1,5,0.8208,0.059096795,97.5
40:11.4,5,0.8224,0.025642266,100
40:12.7,5,0.824,0.094573595,95
40:14.0,5,0.8256,0.009962022,100
40:15.4,5,0.8272,0.138318747,95
40:16.6,5,0.8288,0.067532636,95
40:17.9,5,0.8304,0.082589962,97.5
40:19.2,5,0.832,0.028526779,97.5
40:20.5,5,0.8336,0.013433166,100
40:21.8,5,0.8352,0.044329949,100
40:23.1,5,0.8368,0.040344089,100
40:24.4,5,0.8384,0.098229297,97.5
40:25.7,5,0.84,0.01102349,100
40:27.0,5,0.8416,0.126874208,92.5
40:28.3,5,0.8432,0.045966752,100
40:29.6,5,0.8448,0.127067253,95
40:30.9,5,0.8464,0.043608628,100
40:32.2,5,0.848,0.041992512,97.5
40:33.6,5,0.8496,0.145365119,95
40:34.9,5,0.8512,0.084658191,97.5
40:36.2,5,0.8528,0.103213824,95
40:37.5,5,0.8544,0.060944449,97.5
40:38.8,5,0.856,0.010477831,100
40:40.1,5,0.8576,0.008547847,100
40:41.4,5,0.8592,0.085648611,95
40:42.7,5,0.8608,0.067384228,97.5
40:44.0,5,0.8624,0.06980177,95
40:45.3,5,0.864,0.060879402,97.5
40:46.6,5,0.8656,0.093667336,95
40:47.9,5,0.8672,0.057329126,97.5
40:49.2,5,0.8688,0.002053982,100
40:50.5,5,0.8704,0.105901159,95
40:51.8,5,0.872,0.013290085,100
40:53.1,5,0.8736,0.146408901,97.5
40:54.4,5,0.8752,0.030131891,100
40:55.7,5,0.8768,0.087137237,95
40:57.0,5,0.8784,0.131528541,97.5
40:58.3,5,0.88,0.321206152,92.5
40:59.6,5,0.8816,0.056856651,97.5
41:00.9,5,0.8832,0.095302381,95
41:02.2,5,0.8848,0.028836584,100
41:03.5,5,0.8864,0.026512068,100
41:04.8,5,0.888,0.003913708,100
41:06.1,5,0.8896,0.01362091,100
41:07.4,5,0.8912,0.094344445,95
41:08.7,5,0.8928,0.081866011,97.5
41:10.0,5,0.8944,0.029732402,100
41:11.3,5,0.896,0.066201553,97.5
41:12.6,5,0.8976,0.052034337,97.5
41:13.9,5,0.8992,0.003913035,100
41:15.2,5,0.9008,0.118425384,95
41:16.6,5,0.9024,0.091156974,97.5
41:17.9,5,0.904,0.013433645,100
41:19.2,5,0.9056,0.007084358,100
41:20.5,5,0.9072,0.021922883,100
41:21.8,5,0.9088,0.003671559,100
41:23.1,5,0.9104,0.007460441,100
41:24.4,5,0.912,0.114408836,95
41:25.7,5,0.9136,0.05676949,97.5
41:27.0,5,0.9152,0.016513444,100
41:28.3,5,0.9168,0.038417082,100
41:29.6,5,0.9184,0.053300507,97.5
41:30.9,5,0.92,0.027002087,100
41:32.2,5,0.9216,0.088485666,97.5
41:33.5,5,0.9232,0.056080759,95
41:34.8,5,0.9248,0.057730198,97.5
41:36.1,5,0.9264,0.019243797,100
41:37.4,5,0.928,0.002903475,100
41:38.7,5,0.9296,0.030364722,100
41:40.0,5,0.9312,0.049015574,97.5
41:41.3,5,0.9328,0.029598784,97.5
41:42.6,5,0.9344,0.067906819,97.5
41:43.9,5,0.936,0.186035469,92.5
41:45.2,5,0.9376,0.051315922,97.5
41:46.5,5,0.9392,0.053164981,97.5
41:47.8,5,0.9408,0.026690353,100
41:49.2,5,0.9424,0.027778342,100
41:50.5,5,0.944,0.095746979,97.5
41:51.8,5,0.9456,0.051687706,95
41:53.1,5,0.9472,0.205547303,92.5
41:54.4,5,0.9488,0.067536071,95
41:55.7,5,0.9504,0.081110805,97.5
41:57.0,5,0.952,0.020820081,100
41:58.3,5,0.9536,0.051826201,100
41:59.6,5,0.9552,0.105857447,95
42:00.9,5,0.9568,0.194942728,90
42:02.2,5,0.9584,0.002069742,100
42:03.5,5,0.96,0.129256904,95
42:04.8,5,0.9616,0.082208656,97.5
42:06.1,5,0.9632,0.002461129,100
42:07.4,5,0.9648,0.024134818,100
42:08.7,5,0.9664,0.112822734,95
42:10.0,5,0.968,0.02597704,100
42:11.3,5,0.9696,0.086304523,95
42:12.6,5,0.9712,0.211663216,92.5
42:13.9,5,0.9728,0.024789304,100
42:15.2,5,0.9744,0.014177421,100
42:16.5,5,0.976,0.078799382,97.5
42:17.8,5,0.9776,0.050590925,97.5
42:19.1,5,0.9792,0.194720894,92.5
42:20.4,5,0.9808,0.093031526,95
42:21.7,5,0.9824,0.064689443,97.5
42:23.1,5,0.984,0.052177507,97.5
42:24.4,5,0.9856,0.057900228,95
42:25.7,5,0.9872,0.040141135,100
42:27.0,5,0.9888,0.133439839,97.5
42:28.3,5,0.9904,0.034392856,100
42:29.6,5,0.992,0.079221942,97.5
42:30.9,5,0.9936,0.156970367,95
42:32.2,5,0.9952,0.026534364,97.5
42:33.5,5,0.9968,0.058089286,100
42:34.8,5,0.9984,0.097365253,97.5
42:36.1,5,1,0.190131098,92.5
